We infer the transformation rule from the facts by bounded rule-based trial.
I will put my final answer inside \boxed{}.

remap (index 2 is the operator):
fact0 [!>*$$] = [|?|]: AB * CC = DED  (r.len=3, sym=['A', 'B', 'C', 'D', 'E'], |sym|=5)
fact1 [>&+$(] = [>&$(]: BF + CG = BFCG  (r.len=4, sym=['B', 'C', 'F', 'G'], |sym|=4)
fact2 [?|-&|] = [@[]: ED - FD = HJ  (r.len=2, sym=['D', 'E', 'F', 'H', 'J'], |sym|=5)
fact3 [>&+!@] = [>&!@]: BF + AH = BFAH  (r.len=4, sym=['A', 'B', 'F', 'H'], |sym|=4)
fact4 [(}-&[] = [-(!]: GK - FJ = -GA  (r.len=2 neg, sym=['A', 'F', 'G', 'J', 'K'], |sym|=5)
query [>(-&@]: BG - FH = ?

narrowing operator candidates by result length:
  '*' -> {mul, mul1, mulm1, add1, addm1}
  R382: concat(07,85) = 0785 -> C=8,F=7,G=5,B=0
  R383: concat(07,86) = 0786 -> C=8,F=7,G=6,B=0
  R384: concat(07,89) = 0789 -> C=8,F=7,G=9,B=0
  R385: concat(07,91) = 0791 -> C=9,F=7,G=1,B=0
  R386: concat(07,92) = 0792 -> C=9,F=7,G=2,B=0
  R387: concat(07,93) = 0793 -> C=9,F=7,G=3,B=0
  R388: concat(07,94) = 0794 -> C=9,F=7,G=4,B=0
  R389: concat(07,95) = 0795 -> C=9,F=7,G=5,B=0
  R390: concat(07,96) = 0796 -> C=9,F=7,G=6,B=0
  R391: concat(07,98) = 0798 -> C=9,F=7,G=8,B=0
  R392: concat(08,12) = 0812 -> C=1,F=8,G=2,B=0
  R393: concat(08,13) = 0813 -> C=1,F=8,G=3,B=0
  R394: concat(08,14) = 0814 -> C=1,F=8,G=4,B=0
  R395: concat(08,15) = 0815 -> C=1,F=8,G=5,B=0
  R396: concat(08,16) = 0816 -> C=1,F=8,G=6,B=0
  R397: concat(08,17) = 0817 -> C=1,F=8,G=7,B=0
  R398: concat(08,19) = 0819 -> C=1,F=8,G=9,B=0
  R399: concat(08,21) = 0821 -> C=2,F=8,G=1,B=0
  R400: concat(08,23) = 0823 -> C=2,F=8,G=3,B=0
  R401: concat(08,24) = 0824 -> C=2,F=8,G=4,B=0
  R402: concat(08,25) = 0825 -> C=2,F=8,G=5,B=0
  R403: concat(08,26) = 0826 -> C=2,F=8,G=6,B=0
  R404: concat(08,27) = 0827 -> C=2,F=8,G=7,B=0
  R405: concat(08,29) = 0829 -> C=2,F=8,G=9,B=0
  R406: concat(08,31) = 0831 -> C=3,F=8,G=1,B=0
  R407: concat(08,32) = 0832 -> C=3,F=8,G=2,B=0
  R408: concat(08,34) = 0834 -> C=3,F=8,G=4,B=0
  R409: concat(08,35) = 0835 -> C=3,F=8,G=5,B=0
  R410: concat(08,36) = 0836 -> C=3,F=8,G=6,B=0
  R411: concat(08,37) = 0837 -> C=3,F=8,G=7,B=0
  R412: concat(08,39) = 0839 -> C=3,F=8,G=9,B=0
  R413: concat(08,41) = 0841 -> C=4,F=8,G=1,B=0
  R414: concat(08,42) = 0842 -> C=4,F=8,G=2,B=0
  R415: concat(08,43) = 0843 -> C=4,F=8,G=3,B=0
  R416: concat(08,45) = 0845 -> C=4,F=8,G=5,B=0
  R417: concat(08,46) = 0846 -> C=4,F=8,G=6,B=0
  R418: concat(08,47) = 0847 -> C=4,F=8,G=7,B=0
  R419: concat(08,49) = 0849 -> C=4,F=8,G=9,B=0
  R420: concat(08,51) = 0851 -> C=5,F=8,G=1,B=0
  R421: concat(08,52) = 0852 -> C=5,F=8,G=2,B=0
  R422: concat(08,53) = 0853 -> C=5,F=8,G=3,B=0
  R423: concat(08,54) = 0854 -> C=5,F=8,G=4,B=0
  R424: concat(08,56) = 0856 -> C=5,F=8,G=6,B=0
  R425: concat(08,57) = 0857 -> C=5,F=8,G=7,B=0
  R426: concat(08,59) = 0859 -> C=5,F=8,G=9,B=0
  R427: concat(08,61) = 0861 -> C=6,F=8,G=1,B=0
  R428: concat(08,62) = 0862 -> C=6,F=8,G=2,B=0
  R429: concat(08,63) = 0863 -> C=6,F=8,G=3,B=0
  R430: concat(08,64) = 0864 -> C=6,F=8,G=4,B=0
  R431: concat(08,65) = 0865 -> C=6,F=8,G=5,B=0
  R432: concat(08,67) = 0867 -> C=6,F=8,G=7,B=0
  R433: concat(08,69) = 0869 -> C=6,F=8,G=9,B=0
  R434: concat(08,71) = 0871 -> C=7,F=8,G=1,B=0
  R435: concat(08,72) = 0872 -> C=7,F=8,G=2,B=0
  R436: concat(08,73) = 0873 -> C=7,F=8,G=3,B=0
  R437: concat(08,74) = 0874 -> C=7,F=8,G=4,B=0
  R438: concat(08,75) = 0875 -> C=7,F=8,G=5,B=0
  R439: concat(08,76) = 0876 -> C=7,F=8,G=6,B=0
  R440: concat(08,79) = 0879 -> C=7,F=8,G=9,B=0
  R441: concat(08,91) = 0891 -> C=9,F=8,G=1,B=0
  R442: concat(08,92) = 0892 -> C=9,F=8,G=2,B=0
  R443: concat(08,93) = 0893 -> C=9,F=8,G=3,B=0
  R444: concat(08,94) = 0894 -> C=9,F=8,G=4,B=0
  R445: concat(08,95) = 0895 -> C=9,F=8,G=5,B=0
  R446: concat(08,96) = 0896 -> C=9,F=8,G=6,B=0
  R447: concat(08,97) = 0897 -> C=9,F=8,G=7,B=0
  R448: concat(09,12) = 0912 -> C=1,F=9,G=2,B=0
  R449: concat(09,13) = 0913 -> C=1,F=9,G=3,B=0
  R450: concat(09,14) = 0914 -> C=1,F=9,G=4,B=0
  R451: concat(09,15) = 0915 -> C=1,F=9,G=5,B=0
  R452: concat(09,16) = 0916 -> C=1,F=9,G=6,B=0
  R453: concat(09,17) = 0917 -> C=1,F=9,G=7,B=0
  R454: concat(09,18) = 0918 -> C=1,F=9,G=8,B=0
  R455: concat(09,21) = 0921 -> C=2,F=9,G=1,B=0
  R456: concat(09,23) = 0923 -> C=2,F=9,G=3,B=0
  R457: concat(09,24) = 0924 -> C=2,F=9,G=4,B=0
  R458: concat(09,25) = 0925 -> C=2,F=9,G=5,B=0
  R459: concat(09,26) = 0926 -> C=2,F=9,G=6,B=0
  R460: concat(09,27) = 0927 -> C=2,F=9,G=7,B=0
  R461: concat(09,28) = 0928 -> C=2,F=9,G=8,B=0
  R462: concat(09,31) = 0931 -> C=3,F=9,G=1,B=0
  R463: concat(09,32) = 0932 -> C=3,F=9,G=2,B=0
  R464: concat(09,34) = 0934 -> C=3,F=9,G=4,B=0
  R465: concat(09,35) = 0935 -> C=3,F=9,G=5,B=0
  R466: concat(09,36) = 0936 -> C=3,F=9,G=6,B=0
  R467: concat(09,37) = 0937 -> C=3,F=9,G=7,B=0
  R468: concat(09,38) = 0938 -> C=3,F=9,G=8,B=0
  R469: concat(09,41) = 0941 -> C=4,F=9,G=1,B=0
  R470: concat(09,42) = 0942 -> C=4,F=9,G=2,B=0
  R471: concat(09,43) = 0943 -> C=4,F=9,G=3,B=0
  R472: concat(09,45) = 0945 -> C=4,F=9,G=5,B=0
  R473: concat(09,46) = 0946 -> C=4,F=9,G=6,B=0
  R474: concat(09,47) = 0947 -> C=4,F=9,G=7,B=0
  R475: concat(09,48) = 0948 -> C=4,F=9,G=8,B=0
  R476: concat(09,51) = 0951 -> C=5,F=9,G=1,B=0
  R477: concat(09,52) = 0952 -> C=5,F=9,G=2,B=0
  R478: concat(09,53) = 0953 -> C=5,F=9,G=3,B=0
  R479: concat(09,54) = 0954 -> C=5,F=9,G=4,B=0
  R480: concat(09,56) = 0956 -> C=5,F=9,G=6,B=0
  R481: concat(09,57) = 0957 -> C=5,F=9,G=7,B=0
  R482: concat(09,58) = 0958 -> C=5,F=9,G=8,B=0
  R483: concat(09,61) = 0961 -> C=6,F=9,G=1,B=0
  R484: concat(09,62) = 0962 -> C=6,F=9,G=2,B=0
  R485: concat(09,63) = 0963 -> C=6,F=9,G=3,B=0
  R486: concat(09,64) = 0964 -> C=6,F=9,G=4,B=0
  R487: concat(09,65) = 0965 -> C=6,F=9,G=5,B=0
  R488: concat(09,67) = 0967 -> C=6,F=9,G=7,B=0
  R489: concat(09,68) = 0968 -> C=6,F=9,G=8,B=0
  R490: concat(09,71) = 0971 -> C=7,F=9,G=1,B=0
  R491: concat(09,72) = 0972 -> C=7,F=9,G=2,B=0
  R492: concat(09,73) = 0973 -> C=7,F=9,G=3,B=0
  R493: concat(09,74) = 0974 -> C=7,F=9,G=4,B=0
  R494: concat(09,75) = 0975 -> C=7,F=9,G=5,B=0
  R495: concat(09,76) = 0976 -> C=7,F=9,G=6,B=0
  R496: concat(09,78) = 0978 -> C=7,F=9,G=8,B=0
  R497: concat(09,81) = 0981 -> C=8,F=9,G=1,B=0
  R498: concat(09,82) = 0982 -> C=8,F=9,G=2,B=0
  R499: concat(09,83) = 0983 -> C=8,F=9,G=3,B=0
  R500: concat(09,84) = 0984 -> C=8,F=9,G=4,B=0
  R501: concat(09,85) = 0985 -> C=8,F=9,G=5,B=0
  R502: concat(09,86) = 0986 -> C=8,F=9,G=6,B=0
  R503: concat(09,87) = 0987 -> C=8,F=9,G=7,B=0
  R504: concat(10,23) = 1023 -> C=2,F=0,G=3,B=1
  R505: concat(10,24) = 1024 -> C=2,F=0,G=4,B=1
  R506: concat(10,25) = 1025 -> C=2,F=0,G=5,B=1
  R507: concat(10,26) = 1026 -> C=2,F=0,G=6,B=1
  R508: concat(10,27) = 1027 -> C=2,F=0,G=7,B=1
  R509: concat(10,28) = 1028 -> C=2,F=0,G=8,B=1
  R510: concat(10,29) = 1029 -> C=2,F=0,G=9,B=1
  R511: concat(10,32) = 1032 -> C=3,F=0,G=2,B=1
  R512: concat(10,34) = 1034 -> C=3,F=0,G=4,B=1
  R513: concat(10,35) = 1035 -> C=3,F=0,G=5,B=1
  R514: concat(10,36) = 1036 -> C=3,F=0,G=6,B=1
  R515: concat(10,37) = 1037 -> C=3,F=0,G=7,B=1
  R516: concat(10,38) = 1038 -> C=3,F=0,G=8,B=1
  R517: concat(10,39) = 1039 -> C=3,F=0,G=9,B=1
  R518: concat(10,42) = 1042 -> C=4,F=0,G=2,B=1
  R519: concat(10,43) = 1043 -> C=4,F=0,G=3,B=1
  R520: concat(10,45) = 1045 -> C=4,F=0,G=5,B=1
  R521: concat(10,46) = 1046 -> C=4,F=0,G=6,B=1
  R522: concat(10,47) = 1047 -> C=4,F=0,G=7,B=1
  R523: concat(10,48) = 1048 -> C=4,F=0,G=8,B=1
  R524: concat(10,49) = 1049 -> C=4,F=0,G=9,B=1
  R525: concat(10,52) = 1052 -> C=5,F=0,G=2,B=1
  R526: concat(10,53) = 1053 -> C=5,F=0,G=3,B=1
  R527: concat(10,54) = 1054 -> C=5,F=0,G=4,B=1
  R528: concat(10,56) = 1056 -> C=5,F=0,G=6,B=1
  R529: concat(10,57) = 1057 -> C=5,F=0,G=7,B=1
  R530: concat(10,58) = 1058 -> C=5,F=0,G=8,B=1
  R531: concat(10,59) = 1059 -> C=5,F=0,G=9,B=1
  R532: concat(10,62) = 1062 -> C=6,F=0,G=2,B=1
  R533: concat(10,63) = 1063 -> C=6,F=0,G=3,B=1
  R534: concat(10,64) = 1064 -> C=6,F=0,G=4,B=1
  R535: concat(10,65) = 1065 -> C=6,F=0,G=5,B=1
  R536: concat(10,67) = 1067 -> C=6,F=0,G=7,B=1
  R537: concat(10,68) = 1068 -> C=6,F=0,G=8,B=1
  R538: concat(10,69) = 1069 -> C=6,F=0,G=9,B=1
  R539: concat(10,72) = 1072 -> C=7,F=0,G=2,B=1
  R540: concat(10,73) = 1073 -> C=7,F=0,G=3,B=1
  R541: concat(10,74) = 1074 -> C=7,F=0,G=4,B=1
  R542: concat(10,75) = 1075 -> C=7,F=0,G=5,B=1
  R543: concat(10,76) = 1076 -> C=7,F=0,G=6,B=1
  R544: concat(10,78) = 1078 -> C=7,F=0,G=8,B=1
  R545: concat(10,79) = 1079 -> C=7,F=0,G=9,B=1
  R546: concat(10,82) = 1082 -> C=8,F=0,G=2,B=1
  R547: concat(10,83) = 1083 -> C=8,F=0,G=3,B=1
  R548: concat(10,84) = 1084 -> C=8,F=0,G=4,B=1
  R549: concat(10,85) = 1085 -> C=8,F=0,G=5,B=1
  R550: concat(10,86) = 1086 -> C=8,F=0,G=6,B=1
  R551: concat(10,87) = 1087 -> C=8,F=0,G=7,B=1
  R552: concat(10,89) = 1089 -> C=8,F=0,G=9,B=1
  R553: concat(10,92) = 1092 -> C=9,F=0,G=2,B=1
  R554: concat(10,93) = 1093 -> C=9,F=0,G=3,B=1
  R555: concat(10,94) = 1094 -> C=9,F=0,G=4,B=1
  R556: concat(10,95) = 1095 -> C=9,F=0,G=5,B=1
  R557: concat(10,96) = 1096 -> C=9,F=0,G=6,B=1
  R558: concat(10,97) = 1097 -> C=9,F=0,G=7,B=1
  R559: concat(10,98) = 1098 -> C=9,F=0,G=8,B=1
  R560: concat(12,03) = 1203 -> C=0,F=2,G=3,B=1
  R561: concat(12,04) = 1204 -> C=0,F=2,G=4,B=1
  R562: concat(12,05) = 1205 -> C=0,F=2,G=5,B=1
  R563: concat(12,06) = 1206 -> C=0,F=2,G=6,B=1
  R564: concat(12,07) = 1207 -> C=0,F=2,G=7,B=1
  R565: concat(12,08) = 1208 -> C=0,F=2,G=8,B=1
  R566: concat(12,09) = 1209 -> C=0,F=2,G=9,B=1
  R567: concat(12,30) = 1230 -> C=3,F=2,G=0,B=1
  R568: concat(12,34) = 1234 -> C=3,F=2,G=4,B=1
  R569: concat(12,35) = 1235 -> C=3,F=2,G=5,B=1
  R570: concat(12,36) = 1236 -> C=3,F=2,G=6,B=1
  R571: concat(12,37) = 1237 -> C=3,F=2,G=7,B=1
  R572: concat(12,38) = 1238 -> C=3,F=2,G=8,B=1
  R573: concat(12,39) = 1239 -> C=3,F=2,G=9,B=1
  R574: concat(12,40) = 1240 -> C=4,F=2,G=0,B=1
  R575: concat(12,43) = 1243 -> C=4,F=2,G=3,B=1
  R576: concat(12,45) = 1245 -> C=4,F=2,G=5,B=1
  R577: concat(12,46) = 1246 -> C=4,F=2,G=6,B=1
  R578: concat(12,47) = 1247 -> C=4,F=2,G=7,B=1
  R579: concat(12,48) = 1248 -> C=4,F=2,G=8,B=1
  R580: concat(12,49) = 1249 -> C=4,F=2,G=9,B=1
  R581: concat(12,50) = 1250 -> C=5,F=2,G=0,B=1
  R582: concat(12,53) = 1253 -> C=5,F=2,G=3,B=1
  R583: concat(12,54) = 1254 -> C=5,F=2,G=4,B=1
  R584: concat(12,56) = 1256 -> C=5,F=2,G=6,B=1
  R585: concat(12,57) = 1257 -> C=5,F=2,G=7,B=1
  R586: concat(12,58) = 1258 -> C=5,F=2,G=8,B=1
  R587: concat(12,59) = 1259 -> C=5,F=2,G=9,B=1
  R588: concat(12,60) = 1260 -> C=6,F=2,G=0,B=1
  R589: concat(12,63) = 1263 -> C=6,F=2,G=3,B=1
  R590: concat(12,64) = 1264 -> C=6,F=2,G=4,B=1
  R591: concat(12,65) = 1265 -> C=6,F=2,G=5,B=1
  R592: concat(12,67) = 1267 -> C=6,F=2,G=7,B=1
  R593: concat(12,68) = 1268 -> C=6,F=2,G=8,B=1
  R594: concat(12,69) = 1269 -> C=6,F=2,G=9,B=1
  R595: concat(12,70) = 1270 -> C=7,F=2,G=0,B=1
  R596: concat(12,73) = 1273 -> C=7,F=2,G=3,B=1
  R597: concat(12,74) = 1274 -> C=7,F=2,G=4,B=1
  R598: concat(12,75) = 1275 -> C=7,F=2,G=5,B=1
  R599: concat(12,76) = 1276 -> C=7,F=2,G=6,B=1
  R600: concat(12,78) = 1278 -> C=7,F=2,G=8,B=1
  R601: concat(12,79) = 1279 -> C=7,F=2,G=9,B=1
  R602: concat(12,80) = 1280 -> C=8,F=2,G=0,B=1
  R603: concat(12,83) = 1283 -> C=8,F=2,G=3,B=1
  R604: concat(12,84) = 1284 -> C=8,F=2,G=4,B=1
  R605: concat(12,85) = 1285 -> C=8,F=2,G=5,B=1
  R606: concat(12,86) = 1286 -> C=8,F=2,G=6,B=1
  R607: concat(12,87) = 1287 -> C=8,F=2,G=7,B=1
  R608: concat(12,89) = 1289 -> C=8,F=2,G=9,B=1
  R609: concat(12,90) = 1290 -> C=9,F=2,G=0,B=1
  R610: concat(12,93) = 1293 -> C=9,F=2,G=3,B=1
  R611: concat(12,94) = 1294 -> C=9,F=2,G=4,B=1
  R612: concat(12,95) = 1295 -> C=9,F=2,G=5,B=1
  R613: concat(12,96) = 1296 -> C=9,F=2,G=6,B=1
  R614: concat(12,97) = 1297 -> C=9,F=2,G=7,B=1
  R615: concat(12,98) = 1298 -> C=9,F=2,G=8,B=1
  R616: concat(13,02) = 1302 -> C=0,F=3,G=2,B=1
  R617: concat(13,04) = 1304 -> C=0,F=3,G=4,B=1
  R618: concat(13,05) = 1305 -> C=0,F=3,G=5,B=1
  R619: concat(13,06) = 1306 -> C=0,F=3,G=6,B=1
  R620: concat(13,07) = 1307 -> C=0,F=3,G=7,B=1
  R621: concat(13,08) = 1308 -> C=0,F=3,G=8,B=1
  R622: concat(13,09) = 1309 -> C=0,F=3,G=9,B=1
  R623: concat(13,20) = 1320 -> C=2,F=3,G=0,B=1
  R624: concat(13,24) = 1324 -> C=2,F=3,G=4,B=1
  R625: concat(13,25) = 1325 -> C=2,F=3,G=5,B=1
  R626: concat(13,26) = 1326 -> C=2,F=3,G=6,B=1
  R627: concat(13,27) = 1327 -> C=2,F=3,G=7,B=1
  R628: concat(13,28) = 1328 -> C=2,F=3,G=8,B=1
  R629: concat(13,29) = 1329 -> C=2,F=3,G=9,B=1
  R630: concat(13,40) = 1340 -> C=4,F=3,G=0,B=1
  R631: concat(13,42) = 1342 -> C=4,F=3,G=2,B=1
  R632: concat(13,45) = 1345 -> C=4,F=3,G=5,B=1
  R633: concat(13,46) = 1346 -> C=4,F=3,G=6,B=1
  R634: concat(13,47) = 1347 -> C=4,F=3,G=7,B=1
  R635: concat(13,48) = 1348 -> C=4,F=3,G=8,B=1
  R636: concat(13,49) = 1349 -> C=4,F=3,G=9,B=1
  R637: concat(13,50) = 1350 -> C=5,F=3,G=0,B=1
  R638: concat(13,52) = 1352 -> C=5,F=3,G=2,B=1
  R639: concat(13,54) = 1354 -> C=5,F=3,G=4,B=1
  R640: concat(13,56) = 1356 -> C=5,F=3,G=6,B=1
  R641: concat(13,57) = 1357 -> C=5,F=3,G=7,B=1
  R642: concat(13,58) = 1358 -> C=5,F=3,G=8,B=1
  R643: concat(13,59) = 1359 -> C=5,F=3,G=9,B=1
  R644: concat(13,60) = 1360 -> C=6,F=3,G=0,B=1
  R645: concat(13,62) = 1362 -> C=6,F=3,G=2,B=1
  R646: concat(13,64) = 1364 -> C=6,F=3,G=4,B=1
  R647: concat(13,65) = 1365 -> C=6,F=3,G=5,B=1
  R648: concat(13,67) = 1367 -> C=6,F=3,G=7,B=1
  R649: concat(13,68) = 1368 -> C=6,F=3,G=8,B=1
  R650: concat(13,69) = 1369 -> C=6,F=3,G=9,B=1
  R651: concat(13,70) = 1370 -> C=7,F=3,G=0,B=1
  R652: concat(13,72) = 1372 -> C=7,F=3,G=2,B=1
  R653: concat(13,74) = 1374 -> C=7,F=3,G=4,B=1
  R654: concat(13,75) = 1375 -> C=7,F=3,G=5,B=1
  R655: concat(13,76) = 1376 -> C=7,F=3,G=6,B=1
  R656: concat(13,78) = 1378 -> C=7,F=3,G=8,B=1
  R657: concat(13,79) = 1379 -> C=7,F=3,G=9,B=1
  R658: concat(13,80) = 1380 -> C=8,F=3,G=0,B=1
  R659: concat(13,82) = 1382 -> C=8,F=3,G=2,B=1
  R660: concat(13,84) = 1384 -> C=8,F=3,G=4,B=1
  R661: concat(13,85) = 1385 -> C=8,F=3,G=5,B=1
  R662: concat(13,86) = 1386 -> C=8,F=3,G=6,B=1
  R663: concat(13,87) = 1387 -> C=8,F=3,G=7,B=1
  R664: concat(13,89) = 1389 -> C=8,F=3,G=9,B=1
  R665: concat(13,90) = 1390 -> C=9,F=3,G=0,B=1
  R666: concat(13,92) = 1392 -> C=9,F=3,G=2,B=1
  R667: concat(13,94) = 1394 -> C=9,F=3,G=4,B=1
  R668: concat(13,95) = 1395 -> C=9,F=3,G=5,B=1
  R669: concat(13,96) = 1396 -> C=9,F=3,G=6,B=1
  R670: concat(13,97) = 1397 -> C=9,F=3,G=7,B=1
  R671: concat(13,98) = 1398 -> C=9,F=3,G=8,B=1
  R672: concat(14,02) = 1402 -> C=0,F=4,G=2,B=1
  R673: concat(14,03) = 1403 -> C=0,F=4,G=3,B=1
  R674: concat(14,05) = 1405 -> C=0,F=4,G=5,B=1
  R675: concat(14,06) = 1406 -> C=0,F=4,G=6,B=1
  R676: concat(14,07) = 1407 -> C=0,F=4,G=7,B=1
  R677: concat(14,08) = 1408 -> C=0,F=4,G=8,B=1
  R678: concat(14,09) = 1409 -> C=0,F=4,G=9,B=1
  R679: concat(14,20) = 1420 -> C=2,F=4,G=0,B=1
  R680: concat(14,23) = 1423 -> C=2,F=4,G=3,B=1
  R681: concat(14,25) = 1425 -> C=2,F=4,G=5,B=1
  R682: concat(14,26) = 1426 -> C=2,F=4,G=6,B=1
  R683: concat(14,27) = 1427 -> C=2,F=4,G=7,B=1
  R684: concat(14,28) = 1428 -> C=2,F=4,G=8,B=1
  R685: concat(14,29) = 1429 -> C=2,F=4,G=9,B=1
  R686: concat(14,30) = 1430 -> C=3,F=4,G=0,B=1
  R687: concat(14,32) = 1432 -> C=3,F=4,G=2,B=1
  R688: concat(14,35) = 1435 -> C=3,F=4,G=5,B=1
  R689: concat(14,36) = 1436 -> C=3,F=4,G=6,B=1
  R690: concat(14,37) = 1437 -> C=3,F=4,G=7,B=1
  R691: concat(14,38) = 1438 -> C=3,F=4,G=8,B=1
  R692: concat(14,39) = 1439 -> C=3,F=4,G=9,B=1
  R693: concat(14,50) = 1450 -> C=5,F=4,G=0,B=1
  R694: concat(14,52) = 1452 -> C=5,F=4,G=2,B=1
  R695: concat(14,53) = 1453 -> C=5,F=4,G=3,B=1
  R696: concat(14,56) = 1456 -> C=5,F=4,G=6,B=1
  R697: concat(14,57) = 1457 -> C=5,F=4,G=7,B=1
  R698: concat(14,58) = 1458 -> C=5,F=4,G=8,B=1
  R699: concat(14,59) = 1459 -> C=5,F=4,G=9,B=1
  R700: concat(14,60) = 1460 -> C=6,F=4,G=0,B=1
  R701: concat(14,62) = 1462 -> C=6,F=4,G=2,B=1
  R702: concat(14,63) = 1463 -> C=6,F=4,G=3,B=1
  R703: concat(14,65) = 1465 -> C=6,F=4,G=5,B=1
  R704: concat(14,67) = 1467 -> C=6,F=4,G=7,B=1
  R705: concat(14,68) = 1468 -> C=6,F=4,G=8,B=1
  R706: concat(14,69) = 1469 -> C=6,F=4,G=9,B=1
  R707: concat(14,70) = 1470 -> C=7,F=4,G=0,B=1
  R708: concat(14,72) = 1472 -> C=7,F=4,G=2,B=1
  R709: concat(14,73) = 1473 -> C=7,F=4,G=3,B=1
  R710: concat(14,75) = 1475 -> C=7,F=4,G=5,B=1
  R711: concat(14,76) = 1476 -> C=7,F=4,G=6,B=1
  R712: concat(14,78) = 1478 -> C=7,F=4,G=8,B=1
  R713: concat(14,79) = 1479 -> C=7,F=4,G=9,B=1
  R714: concat(14,80) = 1480 -> C=8,F=4,G=0,B=1
  R715: concat(14,82) = 1482 -> C=8,F=4,G=2,B=1
  R716: concat(14,83) = 1483 -> C=8,F=4,G=3,B=1
  R717: concat(14,85) = 1485 -> C=8,F=4,G=5,B=1
  R718: concat(14,86) = 1486 -> C=8,F=4,G=6,B=1
  R719: concat(14,87) = 1487 -> C=8,F=4,G=7,B=1
  R720: concat(14,89) = 1489 -> C=8,F=4,G=9,B=1
  R721: concat(14,90) = 1490 -> C=9,F=4,G=0,B=1
  R722: concat(14,92) = 1492 -> C=9,F=4,G=2,B=1
  R723: concat(14,93) = 1493 -> C=9,F=4,G=3,B=1
  R724: concat(14,95) = 1495 -> C=9,F=4,G=5,B=1
  R725: concat(14,96) = 1496 -> C=9,F=4,G=6,B=1
  R726: concat(14,97) = 1497 -> C=9,F=4,G=7,B=1
  R727: concat(14,98) = 1498 -> C=9,F=4,G=8,B=1
  R728: concat(15,02) = 1502 -> C=0,F=5,G=2,B=1
  R729: concat(15,03) = 1503 -> C=0,F=5,G=3,B=1
  R730: concat(15,04) = 1504 -> C=0,F=5,G=4,B=1
  R731: concat(15,06) = 1506 -> C=0,F=5,G=6,B=1
  R732: concat(15,07) = 1507 -> C=0,F=5,G=7,B=1
  R733: concat(15,08) = 1508 -> C=0,F=5,G=8,B=1
  R734: concat(15,09) = 1509 -> C=0,F=5,G=9,B=1
  R735: concat(15,20) = 1520 -> C=2,F=5,G=0,B=1
  R736: concat(15,23) = 1523 -> C=2,F=5,G=3,B=1
  R737: concat(15,24) = 1524 -> C=2,F=5,G=4,B=1
  R738: concat(15,26) = 1526 -> C=2,F=5,G=6,B=1
  R739: concat(15,27) = 1527 -> C=2,F=5,G=7,B=1
  R740: concat(15,28) = 1528 -> C=2,F=5,G=8,B=1
  R741: concat(15,29) = 1529 -> C=2,F=5,G=9,B=1
  R742: concat(15,30) = 1530 -> C=3,F=5,G=0,B=1
  R743: concat(15,32) = 1532 -> C=3,F=5,G=2,B=1
  R744: concat(15,34) = 1534 -> C=3,F=5,G=4,B=1
  R745: concat(15,36) = 1536 -> C=3,F=5,G=6,B=1
  R746: concat(15,37) = 1537 -> C=3,F=5,G=7,B=1
  R747: concat(15,38) = 1538 -> C=3,F=5,G=8,B=1
  R748: concat(15,39) = 1539 -> C=3,F=5,G=9,B=1
  R749: concat(15,40) = 1540 -> C=4,F=5,G=0,B=1
  R750: concat(15,42) = 1542 -> C=4,F=5,G=2,B=1
  R751: concat(15,43) = 1543 -> C=4,F=5,G=3,B=1
  R752: concat(15,46) = 1546 -> C=4,F=5,G=6,B=1
  R753: concat(15,47) = 1547 -> C=4,F=5,G=7,B=1
  R754: concat(15,48) = 1548 -> C=4,F=5,G=8,B=1
  R755: concat(15,49) = 1549 -> C=4,F=5,G=9,B=1
  R756: concat(15,60) = 1560 -> C=6,F=5,G=0,B=1
  R757: concat(15,62) = 1562 -> C=6,F=5,G=2,B=1
  R758: concat(15,63) = 1563 -> C=6,F=5,G=3,B=1
  R759: concat(15,64) = 1564 -> C=6,F=5,G=4,B=1
  R760: concat(15,67) = 1567 -> C=6,F=5,G=7,B=1
  R761: concat(15,68) = 1568 -> C=6,F=5,G=8,B=1
  R762: concat(15,69) = 1569 -> C=6,F=5,G=9,B=1
  R763: concat(15,70) = 1570 -> C=7,F=5,G=0,B=1
  R764: concat(15,72) = 1572 -> C=7,F=5,G=2,B=1
  R765: concat(15,73) = 1573 -> C=7,F=5,G=3,B=1
  R766: concat(15,74) = 1574 -> C=7,F=5,G=4,B=1
  R767: concat(15,76) = 1576 -> C=7,F=5,G=6,B=1
  R768: concat(15,78) = 1578 -> C=7,F=5,G=8,B=1
  R769: concat(15,79) = 1579 -> C=7,F=5,G=9,B=1
  R770: concat(15,80) = 1580 -> C=8,F=5,G=0,B=1
  R771: concat(15,82) = 1582 -> C=8,F=5,G=2,B=1
  R772: concat(15,83) = 1583 -> C=8,F=5,G=3,B=1
  R773: concat(15,84) = 1584 -> C=8,F=5,G=4,B=1
  R774: concat(15,86) = 1586 -> C=8,F=5,G=6,B=1
  R775: concat(15,87) = 1587 -> C=8,F=5,G=7,B=1
  R776: concat(15,89) = 1589 -> C=8,F=5,G=9,B=1
  R777: concat(15,90) = 1590 -> C=9,F=5,G=0,B=1
  R778: concat(15,92) = 1592 -> C=9,F=5,G=2,B=1
  R779: concat(15,93) = 1593 -> C=9,F=5,G=3,B=1
