We infer the transformation rule from the facts by bounded rule-based trial.
I will put my final answer inside \boxed{}.

remap (index 2 is the operator):
fact0 [/>-|/] = [':]: AB - CA = DE  (r.len=2, sym=['A', 'B', 'C', 'D', 'E'], |sym|=5)
fact1 ['>+/!] = ['>/!]: DB + AF = DBAF  (r.len=4, sym=['A', 'B', 'D', 'F'], |sym|=4)
fact2 [}!-'`] = [>']: GF - DH = BD  (r.len=2, sym=['B', 'D', 'F', 'G', 'H'], |sym|=5)
query ['}-/>]: DG - AB = ?

narrowing operator candidates by result length:
  '+' -> {concat, rconcat, mul, mul1, mulm1}
  R390: concat(07,96) = 0796 -> F=6,D=0,A=9,B=7
  R391: concat(07,98) = 0798 -> F=8,D=0,A=9,B=7
  R392: concat(08,12) = 0812 -> F=2,D=0,A=1,B=8
  R393: concat(08,13) = 0813 -> F=3,D=0,A=1,B=8
  R394: concat(08,14) = 0814 -> F=4,D=0,A=1,B=8
  R395: concat(08,15) = 0815 -> F=5,D=0,A=1,B=8
  R396: concat(08,16) = 0816 -> F=6,D=0,A=1,B=8
  R397: concat(08,17) = 0817 -> F=7,D=0,A=1,B=8
  R398: concat(08,19) = 0819 -> F=9,D=0,A=1,B=8
  R399: concat(08,21) = 0821 -> F=1,D=0,A=2,B=8
  R400: concat(08,23) = 0823 -> F=3,D=0,A=2,B=8
  R401: concat(08,24) = 0824 -> F=4,D=0,A=2,B=8
  R402: concat(08,25) = 0825 -> F=5,D=0,A=2,B=8
  R403: concat(08,26) = 0826 -> F=6,D=0,A=2,B=8
  R404: concat(08,27) = 0827 -> F=7,D=0,A=2,B=8
  R405: concat(08,29) = 0829 -> F=9,D=0,A=2,B=8
  R406: concat(08,31) = 0831 -> F=1,D=0,A=3,B=8
  R407: concat(08,32) = 0832 -> F=2,D=0,A=3,B=8
  R408: concat(08,34) = 0834 -> F=4,D=0,A=3,B=8
  R409: concat(08,35) = 0835 -> F=5,D=0,A=3,B=8
  R410: concat(08,36) = 0836 -> F=6,D=0,A=3,B=8
  R411: concat(08,37) = 0837 -> F=7,D=0,A=3,B=8
  R412: concat(08,39) = 0839 -> F=9,D=0,A=3,B=8
  R413: concat(08,41) = 0841 -> F=1,D=0,A=4,B=8
  R414: concat(08,42) = 0842 -> F=2,D=0,A=4,B=8
  R415: concat(08,43) = 0843 -> F=3,D=0,A=4,B=8
  R416: concat(08,45) = 0845 -> F=5,D=0,A=4,B=8
  R417: concat(08,46) = 0846 -> F=6,D=0,A=4,B=8
  R418: concat(08,47) = 0847 -> F=7,D=0,A=4,B=8
  R419: concat(08,49) = 0849 -> F=9,D=0,A=4,B=8
  R420: concat(08,51) = 0851 -> F=1,D=0,A=5,B=8
  R421: concat(08,52) = 0852 -> F=2,D=0,A=5,B=8
  R422: concat(08,53) = 0853 -> F=3,D=0,A=5,B=8
  R423: concat(08,54) = 0854 -> F=4,D=0,A=5,B=8
  R424: concat(08,56) = 0856 -> F=6,D=0,A=5,B=8
  R425: concat(08,57) = 0857 -> F=7,D=0,A=5,B=8
  R426: concat(08,59) = 0859 -> F=9,D=0,A=5,B=8
  R427: concat(08,61) = 0861 -> F=1,D=0,A=6,B=8
  R428: concat(08,62) = 0862 -> F=2,D=0,A=6,B=8
  R429: concat(08,63) = 0863 -> F=3,D=0,A=6,B=8
  R430: concat(08,64) = 0864 -> F=4,D=0,A=6,B=8
  R431: concat(08,65) = 0865 -> F=5,D=0,A=6,B=8
  R432: concat(08,67) = 0867 -> F=7,D=0,A=6,B=8
  R433: concat(08,69) = 0869 -> F=9,D=0,A=6,B=8
  R434: concat(08,71) = 0871 -> F=1,D=0,A=7,B=8
  R435: concat(08,72) = 0872 -> F=2,D=0,A=7,B=8
  R436: concat(08,73) = 0873 -> F=3,D=0,A=7,B=8
  R437: concat(08,74) = 0874 -> F=4,D=0,A=7,B=8
  R438: concat(08,75) = 0875 -> F=5,D=0,A=7,B=8
  R439: concat(08,76) = 0876 -> F=6,D=0,A=7,B=8
  R440: concat(08,79) = 0879 -> F=9,D=0,A=7,B=8
  R441: concat(08,91) = 0891 -> F=1,D=0,A=9,B=8
  R442: concat(08,92) = 0892 -> F=2,D=0,A=9,B=8
  R443: concat(08,93) = 0893 -> F=3,D=0,A=9,B=8
  R444: concat(08,94) = 0894 -> F=4,D=0,A=9,B=8
  R445: concat(08,95) = 0895 -> F=5,D=0,A=9,B=8
  R446: concat(08,96) = 0896 -> F=6,D=0,A=9,B=8
  R447: concat(08,97) = 0897 -> F=7,D=0,A=9,B=8
  R448: concat(09,12) = 0912 -> F=2,D=0,A=1,B=9
  R449: concat(09,13) = 0913 -> F=3,D=0,A=1,B=9
  R450: concat(09,14) = 0914 -> F=4,D=0,A=1,B=9
  R451: concat(09,15) = 0915 -> F=5,D=0,A=1,B=9
  R452: concat(09,16) = 0916 -> F=6,D=0,A=1,B=9
  R453: concat(09,17) = 0917 -> F=7,D=0,A=1,B=9
  R454: concat(09,18) = 0918 -> F=8,D=0,A=1,B=9
  R455: concat(09,21) = 0921 -> F=1,D=0,A=2,B=9
  R456: concat(09,23) = 0923 -> F=3,D=0,A=2,B=9
  R457: concat(09,24) = 0924 -> F=4,D=0,A=2,B=9
  R458: concat(09,25) = 0925 -> F=5,D=0,A=2,B=9
  R459: concat(09,26) = 0926 -> F=6,D=0,A=2,B=9
  R460: concat(09,27) = 0927 -> F=7,D=0,A=2,B=9
  R461: concat(09,28) = 0928 -> F=8,D=0,A=2,B=9
  R462: concat(09,31) = 0931 -> F=1,D=0,A=3,B=9
  R463: concat(09,32) = 0932 -> F=2,D=0,A=3,B=9
  R464: concat(09,34) = 0934 -> F=4,D=0,A=3,B=9
  R465: concat(09,35) = 0935 -> F=5,D=0,A=3,B=9
  R466: concat(09,36) = 0936 -> F=6,D=0,A=3,B=9
  R467: concat(09,37) = 0937 -> F=7,D=0,A=3,B=9
  R468: concat(09,38) = 0938 -> F=8,D=0,A=3,B=9
  R469: concat(09,41) = 0941 -> F=1,D=0,A=4,B=9
  R470: concat(09,42) = 0942 -> F=2,D=0,A=4,B=9
  R471: concat(09,43) = 0943 -> F=3,D=0,A=4,B=9
  R472: concat(09,45) = 0945 -> F=5,D=0,A=4,B=9
  R473: concat(09,46) = 0946 -> F=6,D=0,A=4,B=9
  R474: concat(09,47) = 0947 -> F=7,D=0,A=4,B=9
  R475: concat(09,48) = 0948 -> F=8,D=0,A=4,B=9
  R476: concat(09,51) = 0951 -> F=1,D=0,A=5,B=9
  R477: concat(09,52) = 0952 -> F=2,D=0,A=5,B=9
  R478: concat(09,53) = 0953 -> F=3,D=0,A=5,B=9
  R479: concat(09,54) = 0954 -> F=4,D=0,A=5,B=9
  R480: concat(09,56) = 0956 -> F=6,D=0,A=5,B=9
  R481: concat(09,57) = 0957 -> F=7,D=0,A=5,B=9
  R482: concat(09,58) = 0958 -> F=8,D=0,A=5,B=9
  R483: concat(09,61) = 0961 -> F=1,D=0,A=6,B=9
  R484: concat(09,62) = 0962 -> F=2,D=0,A=6,B=9
  R485: concat(09,63) = 0963 -> F=3,D=0,A=6,B=9
  R486: concat(09,64) = 0964 -> F=4,D=0,A=6,B=9
  R487: concat(09,65) = 0965 -> F=5,D=0,A=6,B=9
  R488: concat(09,67) = 0967 -> F=7,D=0,A=6,B=9
  R489: concat(09,68) = 0968 -> F=8,D=0,A=6,B=9
  R490: concat(09,71) = 0971 -> F=1,D=0,A=7,B=9
  R491: concat(09,72) = 0972 -> F=2,D=0,A=7,B=9
  R492: concat(09,73) = 0973 -> F=3,D=0,A=7,B=9
  R493: concat(09,74) = 0974 -> F=4,D=0,A=7,B=9
  R494: concat(09,75) = 0975 -> F=5,D=0,A=7,B=9
  R495: concat(09,76) = 0976 -> F=6,D=0,A=7,B=9
  R496: concat(09,78) = 0978 -> F=8,D=0,A=7,B=9
  R497: concat(09,81) = 0981 -> F=1,D=0,A=8,B=9
  R498: concat(09,82) = 0982 -> F=2,D=0,A=8,B=9
  R499: concat(09,83) = 0983 -> F=3,D=0,A=8,B=9
  R500: concat(09,84) = 0984 -> F=4,D=0,A=8,B=9
  R501: concat(09,85) = 0985 -> F=5,D=0,A=8,B=9
  R502: concat(09,86) = 0986 -> F=6,D=0,A=8,B=9
  R503: concat(09,87) = 0987 -> F=7,D=0,A=8,B=9
  R504: concat(10,23) = 1023 -> F=3,D=1,A=2,B=0
  R505: concat(10,24) = 1024 -> F=4,D=1,A=2,B=0
  R506: concat(10,25) = 1025 -> F=5,D=1,A=2,B=0
  R507: concat(10,26) = 1026 -> F=6,D=1,A=2,B=0
  R508: concat(10,27) = 1027 -> F=7,D=1,A=2,B=0
  R509: concat(10,28) = 1028 -> F=8,D=1,A=2,B=0
  R510: concat(10,29) = 1029 -> F=9,D=1,A=2,B=0
  R511: concat(10,32) = 1032 -> F=2,D=1,A=3,B=0
  R512: concat(10,34) = 1034 -> F=4,D=1,A=3,B=0
  R513: concat(10,35) = 1035 -> F=5,D=1,A=3,B=0
  R514: concat(10,36) = 1036 -> F=6,D=1,A=3,B=0
  R515: concat(10,37) = 1037 -> F=7,D=1,A=3,B=0
  R516: concat(10,38) = 1038 -> F=8,D=1,A=3,B=0
  R517: concat(10,39) = 1039 -> F=9,D=1,A=3,B=0
  R518: concat(10,42) = 1042 -> F=2,D=1,A=4,B=0
  R519: concat(10,43) = 1043 -> F=3,D=1,A=4,B=0
  R520: concat(10,45) = 1045 -> F=5,D=1,A=4,B=0
  R521: concat(10,46) = 1046 -> F=6,D=1,A=4,B=0
  R522: concat(10,47) = 1047 -> F=7,D=1,A=4,B=0
  R523: concat(10,48) = 1048 -> F=8,D=1,A=4,B=0
  R524: concat(10,49) = 1049 -> F=9,D=1,A=4,B=0
  R525: concat(10,52) = 1052 -> F=2,D=1,A=5,B=0
  R526: concat(10,53) = 1053 -> F=3,D=1,A=5,B=0
  R527: concat(10,54) = 1054 -> F=4,D=1,A=5,B=0
  R528: concat(10,56) = 1056 -> F=6,D=1,A=5,B=0
  R529: concat(10,57) = 1057 -> F=7,D=1,A=5,B=0
  R530: concat(10,58) = 1058 -> F=8,D=1,A=5,B=0
  R531: concat(10,59) = 1059 -> F=9,D=1,A=5,B=0
  R532: concat(10,62) = 1062 -> F=2,D=1,A=6,B=0
  R533: concat(10,63) = 1063 -> F=3,D=1,A=6,B=0
  R534: concat(10,64) = 1064 -> F=4,D=1,A=6,B=0
  R535: concat(10,65) = 1065 -> F=5,D=1,A=6,B=0
  R536: concat(10,67) = 1067 -> F=7,D=1,A=6,B=0
  R537: concat(10,68) = 1068 -> F=8,D=1,A=6,B=0
  R538: concat(10,69) = 1069 -> F=9,D=1,A=6,B=0
  R539: concat(10,72) = 1072 -> F=2,D=1,A=7,B=0
  R540: concat(10,73) = 1073 -> F=3,D=1,A=7,B=0
  R541: concat(10,74) = 1074 -> F=4,D=1,A=7,B=0
  R542: concat(10,75) = 1075 -> F=5,D=1,A=7,B=0
  R543: concat(10,76) = 1076 -> F=6,D=1,A=7,B=0
  R544: concat(10,78) = 1078 -> F=8,D=1,A=7,B=0
  R545: concat(10,79) = 1079 -> F=9,D=1,A=7,B=0
  R546: concat(10,82) = 1082 -> F=2,D=1,A=8,B=0
  R547: concat(10,83) = 1083 -> F=3,D=1,A=8,B=0
  R548: concat(10,84) = 1084 -> F=4,D=1,A=8,B=0
  R549: concat(10,85) = 1085 -> F=5,D=1,A=8,B=0
  R550: concat(10,86) = 1086 -> F=6,D=1,A=8,B=0
  R551: concat(10,87) = 1087 -> F=7,D=1,A=8,B=0
  R552: concat(10,89) = 1089 -> F=9,D=1,A=8,B=0
  R553: concat(10,92) = 1092 -> F=2,D=1,A=9,B=0
  R554: concat(10,93) = 1093 -> F=3,D=1,A=9,B=0
  R555: concat(10,94) = 1094 -> F=4,D=1,A=9,B=0
  R556: concat(10,95) = 1095 -> F=5,D=1,A=9,B=0
  R557: concat(10,96) = 1096 -> F=6,D=1,A=9,B=0
  R558: concat(10,97) = 1097 -> F=7,D=1,A=9,B=0
  R559: concat(10,98) = 1098 -> F=8,D=1,A=9,B=0
  R560: concat(12,03) = 1203 -> F=3,D=1,A=0,B=2
  R561: concat(12,04) = 1204 -> F=4,D=1,A=0,B=2
  R562: concat(12,05) = 1205 -> F=5,D=1,A=0,B=2
  R563: concat(12,06) = 1206 -> F=6,D=1,A=0,B=2
  R564: concat(12,07) = 1207 -> F=7,D=1,A=0,B=2
  R565: concat(12,08) = 1208 -> F=8,D=1,A=0,B=2
  R566: concat(12,09) = 1209 -> F=9,D=1,A=0,B=2
  R567: concat(12,30) = 1230 -> F=0,D=1,A=3,B=2
  R568: concat(12,34) = 1234 -> F=4,D=1,A=3,B=2
  R569: concat(12,35) = 1235 -> F=5,D=1,A=3,B=2
  R570: concat(12,36) = 1236 -> F=6,D=1,A=3,B=2
  R571: concat(12,37) = 1237 -> F=7,D=1,A=3,B=2
  R572: concat(12,38) = 1238 -> F=8,D=1,A=3,B=2
  R573: concat(12,39) = 1239 -> F=9,D=1,A=3,B=2
  R574: concat(12,40) = 1240 -> F=0,D=1,A=4,B=2
  R575: concat(12,43) = 1243 -> F=3,D=1,A=4,B=2
  R576: concat(12,45) = 1245 -> F=5,D=1,A=4,B=2
  R577: concat(12,46) = 1246 -> F=6,D=1,A=4,B=2
  R578: concat(12,47) = 1247 -> F=7,D=1,A=4,B=2
  R579: concat(12,48) = 1248 -> F=8,D=1,A=4,B=2
  R580: concat(12,49) = 1249 -> F=9,D=1,A=4,B=2
  R581: concat(12,50) = 1250 -> F=0,D=1,A=5,B=2
  R582: concat(12,53) = 1253 -> F=3,D=1,A=5,B=2
  R583: concat(12,54) = 1254 -> F=4,D=1,A=5,B=2
  R584: concat(12,56) = 1256 -> F=6,D=1,A=5,B=2
  R585: concat(12,57) = 1257 -> F=7,D=1,A=5,B=2
  R586: concat(12,58) = 1258 -> F=8,D=1,A=5,B=2
  R587: concat(12,59) = 1259 -> F=9,D=1,A=5,B=2
  R588: concat(12,60) = 1260 -> F=0,D=1,A=6,B=2
  R589: concat(12,63) = 1263 -> F=3,D=1,A=6,B=2
  R590: concat(12,64) = 1264 -> F=4,D=1,A=6,B=2
  R591: concat(12,65) = 1265 -> F=5,D=1,A=6,B=2
  R592: concat(12,67) = 1267 -> F=7,D=1,A=6,B=2
  R593: concat(12,68) = 1268 -> F=8,D=1,A=6,B=2
  R594: concat(12,69) = 1269 -> F=9,D=1,A=6,B=2  <-- consistent with all facts
  ... 4445 more candidates (untried; the search stops at the first that extends to every fact, R594)

Candidates are tried in order; R594 is the first that extends to every fact. Propagate it:
fact1 ['>+/!] = ['>/!]:
  try mul: 12 * 69 = 828 (length/sign off) NG
  try concat: concat(12,69) = 1269 -> encodes '>/! = '>/! OK -> accept
fact0 [/>-|/] = [':]:
  try add: 62 + 76 = 138 (length/sign off) NG
  try sub: 62 - 76 = -14 (length/sign off) NG
  try rsub: 76 - 62 = 14 -> encodes ': != ': NG
  try add1: 62 + 76 + 1 = 139 (length/sign off) NG
  try addm1: 62 + 76 - 1 = 137 (length/sign off) NG
  try absdiff: |62 - 76| = 14 -> encodes ': = ': OK -> accept
fact2 [}!-'`] = [>']:
  operator '-' already fixed = absdiff
  try absdiff: |39 - 18| = 21 -> encodes >' = >' OK -> accept

Recovered cipher: F(!)=9, D(')=1, A(/)=6, E(:)=4, B(>)=2, H(`)=8, C(|)=7, G(})=3
Query '}-/>: DG=13, AB=62, '-' = absdiff: |13 - 62| = 49.
Encode 49 back to original symbols -> :!.

I will now return the answer in \boxed{}
The answer in \boxed{-} is \boxed{:!}
